"entrez","genes","chr","start","end","strand"
"67812","Ubxn4","chr1",130138758,130140757,"+"
"67815","Sec14l2","chr11",4018733,4020732,"-"
"67819","Derl1","chr15",57723974,57725973,"-"
"67821","Atp1b4","chrX",35667444,35669443,"+"
"67824","Nmral1","chr16",4719060,4721059,"-"
"67826","Snap47","chr11",59263459,59265458,"-"
"67828","Lce1f","chr3",92524273,92526272,"-"
"67830","Rer1","chr4",154460407,154462406,"-"
"67832","Brix1","chr15",10415693,10417692,"-"
"67834","Idh3a","chr9",54432318,54434317,"+"
"67836","Wdr83","chr8",87604646,87606645,"-"
"67838","Dnajb11","chr16",22855918,22857917,"+"
"67839","Gpsm1","chr2",26169053,26171052,"+"
"67840","Mrpl57","chr14",58443076,58445075,"+"
"67841","Atg3","chr16",45156942,45158941,"+"
"67842","Nop9","chr14",56362530,56364529,"+"
"67843","Slc35a4","chr18",36836869,36838868,"+"
"67844","Rab32","chr10",10278006,10280005,"-"
"67845","Rnf115","chr3",96529534,96531533,"+"
"67846","Tmem39a","chr16",38560972,38562971,"+"
"67847","Sncaip","chr18",52925465,52927464,"+"
"67848","Ddx55","chr5",125000873,125002872,"+"
"67849","Cdca5","chr19",6083097,6085096,"+"
"67851","1700021F05Rik","chr10",43260801,43262800,"-"
"67854","Slco6b1","chr1",98894138,98896137,"-"
"67855","Asprv1","chr6",86576168,86578167,"+"
"67856","Echdc3","chr2",6134041,6136040,"-"
"67857","Ppp6c","chr2",39081859,39083858,"-"
"67859","Cysrt1","chr2",25095418,25097417,"-"
"67860","S100a16","chr3",90339298,90341297,"+"
"67861","Akr1b10","chr6",34332247,34334246,"+"
"67862","2310033P09Rik","chr11",59019863,59021862,"+"
"67863","Slc25a11","chr11",70460496,70462495,"-"
"67864","Yipf4","chr17",74886854,74888853,"+"
"67865","Rgs10","chr7",135561687,135563686,"-"
"67866","Wfdc1","chr8",122188265,122190264,"+"
"67867","Lrrc28","chr7",74790123,74792122,"-"
"67868","Cela3b","chr4",136986436,136988435,"-"
"67869","Paip2","chr18",35756321,35758320,"+"
"67870","Enoph1","chr5",100467013,100469012,"+"
"67871","Mrrf","chr2",35989918,35991917,"+"
"67872","Nsmce4a","chr7",137690896,137692895,"-"
"67873","Mri1","chr8",86781224,86783223,"-"
"67874","Rprm","chr2",53937964,53939963,"-"
"67876","Coq10b","chr1",55107614,55109613,"+"
"67877","Naa20","chr2",145726977,145728976,"+"
"67878","Tmem33","chr5",67649891,67651890,"+"
"67880","Dcxr","chr11",120588596,120590595,"-"
"67881","Mdp1","chr14",56279346,56281345,"-"
"67883","Uxs1","chr1",43884554,43886553,"-"
"67884","1810043G02Rik","chr10",77439395,77441394,"+"
"67885","1500011K16Rik","chr2",127618225,127620224,"-"
"67886","Camsap2","chr1",138179077,138181076,"-"
"67887","Saraf","chr8",35215617,35217616,"+"
"67888","Tmem100","chr11",89889662,89891661,"+"
"67889","Rbm18","chr2",35992225,35994224,"-"
"67890","Ufm1","chr3",53667730,53669729,"-"
"67891","Rpl4","chr9",64019194,64021193,"+"
"67892","Coa6","chr8",128944401,128946400,"+"
"67893","Tmem86a","chr7",54304010,54306009,"+"
"67894","Fam45a","chr19",60885473,60887472,"+"
"67895","Ppa1","chr10",61109369,61111368,"+"
"67896","Ccdc80","chr16",45091789,45093788,"+"
"67897","Rnmt","chr18",68458009,68460008,"+"
"67898","Pef1","chr4",129782800,129784799,"+"
"67899","Cmc1","chr9",118059284,118061283,"-"
"67900","Mtfp1","chr11",3995435,3997434,"-"
"67902","Sumf2","chr5",130320866,130322865,"+"
"67903","Gipc1","chr8",86174577,86176576,"+"
"67905","Ppm1m","chr9",106101271,106103270,"-"
"67909","Galntl5","chr5",24685298,24687297,"+"
"67911","Zfp169","chr13",48608780,48610779,"-"
"67912","1600012H06Rik","chr17",15078189,15080188,"+"
"67914","Coq9","chr8",97360317,97362316,"+"
"67916","Ppap2b","chr4",104827952,104829951,"+"
"67917","Zcchc3","chr2",152240781,152242780,"-"
"67920","Mak16","chr8",32279197,32281196,"-"
"67921","Ube2f","chr1",93144896,93146895,"+"
"67922","Fam32a","chr8",74741629,74743628,"+"
"67923","Tceb1","chr1",16646947,16648946,"-"
"67926","Spert","chr14",75991793,75993792,"-"
"67927","1700096J18Rik","chr11",109206181,109208180,"+"
"67928","Abca14","chr7",127345478,127347477,"+"
"67929","Ccdc70","chr8",23078247,23080246,"+"
"67931","Serpini2","chr3",75074001,75076000,"-"
"67932","1700129C05Rik","chr14",59761731,59763730,"-"
"67933","Hcfc2","chr10",82159752,82161751,"+"
"67935","Ces5a","chr8",96059608,96061607,"-"
"67936","Wdr55","chr18",36917893,36919892,"+"
"67937","Tmem59l","chr8",73011258,73013257,"-"
"67938","Myl12b","chr17",71339857,71341856,"-"
"67939","Prorsd1","chr11",29415034,29417033,"-"
"67941","Rps27l","chr9",66791925,66793924,"+"
"67942","Atp5g2","chr15",102501479,102503478,"-"
"67943","Mesdc2","chr7",91038510,91040509,"+"
"67944","Tex13a","chrX",134744120,134746119,"-"
"67945","Rpl41","chr10",127986127,127988126,"-"
"67946","Spata6","chr4",111390615,111392614,"+"
"67948","Fbxo28","chr1",184248519,184250518,"-"
"67949","Nifk","chr1",120216420,120218419,"+"
"67951","Tubb6","chr18",67548385,67550384,"+"
"67952","Tomm20","chr8",129469731,129471730,"-"
"67955","Sugt1","chr14",79985498,79987497,"+"
"67956","Setd8","chr5",124887939,124889938,"+"
"67958","U2surp","chr9",95412416,95414415,"-"
"67959","Puf60","chr15",75911301,75913300,"-"
"67963","Npc2","chr12",86114063,86116062,"-"
"67966","Zcchc10","chr11",53136191,53138190,"+"
"67967","Pold3","chr7",107270011,107272010,"-"
"67968","Ooep","chr9",78226396,78228395,"-"
"67971","Tppp3","chr8",107995323,107997322,"-"
"67972","Atp2b1","chr10",98375786,98377785,"+"
"67973","Mphosph10","chr7",71537123,71539122,"-"
"67974","Ccny","chr18",9450149,9452148,"-"
"67976","Trabd","chr15",88904494,88906493,"+"
"67978","Tctn2","chr5",125046758,125048757,"+"
"67979","Atad1","chr19",32786789,32788788,"-"
"67980","Gnpda2","chr5",69982031,69984030,"-"
"67981","Hormad1","chr3",95361599,95363598,"+"
"67983","Pdzd9","chr7",127813858,127815857,"-"
"67985","Ssxb1","chrX",7942104,7944103,"+"
"67988","Tmx3","chr18",90677546,90679545,"+"
"67991","Nacc2","chr2",25947917,25949916,"-"
"67993","Nudt12","chr17",59152746,59154745,"-"
"67994","Mrps11","chr7",85926017,85928016,"+"
"67996","Srsf6","chr2",162755244,162757243,"+"
"67997","Ddx59","chr1",138309848,138311847,"+"
"67998","Fam134c","chr11",100961070,100963069,"-"
"68001","1110004E09Rik","chr16",90935095,90937094,"-"
"68002","1110058L19Rik","chr1",24012480,24014479,"-"
"68009","Defa20","chr8",22617728,22619727,"+"
"68010","Bambi","chr18",3505955,3507954,"+"
"68011","Snrpg","chr6",86319534,86321533,"+"
"68014","Zwilch","chr9",64020739,64022738,"-"
"68015","Trap1","chr16",4077811,4079810,"-"
"68016","Murc","chr4",48674386,48676385,"+"
"68017","Ftsj2","chr5",140807853,140809852,"-"
"68018","Col4a3bp","chr13",97310690,97312689,"+"
"68020","Apopt1","chr12",112949480,112951479,"+"
"68021","Bphl","chr13",34127510,34129509,"+"
"68023","Pdf","chr8",109571099,109573098,"-"
"68024","Hist1h2bc","chr13",23774068,23776067,"+"
"68026","2810417H13Rik","chr9",65736130,65738129,"+"
"68027","Tmem178","chr17",81341972,81343971,"+"
"68028","Rpl22l1","chr3",28702433,28704432,"+"
"68031","Rnf146","chr10",29082249,29084248,"-"
"68032","Emc4","chr2",112208185,112210184,"-"
"68033","Cox19","chr5",139821121,139823120,"-"
"68034","Fam122a","chr19",24551965,24553964,"-"
"68035","Rbm42","chr7",31435248,31437247,"-"
"68036","Zfp706","chr15",36937158,36939157,"-"
"68038","Chid1","chr7",148725757,148727756,"-"
"68039","Nmb","chr7",88049958,88051957,"-"
"68040","Zfp593","chr4",133801507,133803506,"-"
"68041","Mid1ip1","chrX",10292491,10294490,"+"
"68043","N6amt2","chr14",58190407,58192406,"-"
"68044","Chac2","chr11",30886366,30888365,"-"
"68045","2700060E02Rik","chr14",20643046,20645045,"-"
"68046","2700062C07Rik","chr18",24627372,24629371,"+"
"68047","Mpnd","chr17",56146624,56148623,"+"
"68048","Aen","chr7",86038813,86040812,"+"
"68050","Akirin1","chr4",123427543,123429542,"-"
"68051","Nutf2","chr8",108382534,108384533,"+"
"68052","Rps13","chr7",123477705,123479704,"-"
"68053","Ubxn2b","chr4",6116252,6118251,"+"
"68054","Serpina12","chr12",105282654,105284653,"-"
"68055","Atp5s","chr12",70823949,70825948,"+"
"68058","Chd1l","chr3",97414114,97416113,"-"
"68059","Tm9sf2","chr14",122504304,122506303,"+"
"68066","Slc25a39","chr11",102268832,102270831,"-"
"68067","3010026O09Rik","chr11",49986353,49988352,"+"
"68070","Pdzd2","chr15",12522666,12524665,"-"
"68073","Fam173b","chr15",31529871,31531870,"+"
"68074","A930013F10Rik","chr8",23747282,23749281,"-"
"68075","Lurap1","chr4",115817222,115819221,"-"
"68077","Gltscr2","chr7",16531148,16533147,"-"
"68079","Pdcd2l","chr7",34981667,34983666,"-"
"68080","Gpn3","chr5",122820517,122822516,"+"
"68082","Dusp19","chr2",80455371,80457370,"+"
"68083","Pak1ip1","chr13",41094379,41096378,"+"
"68087","Dcakd","chr11",102858863,102860862,"-"
"68089","Arpc4","chr6",113326107,113328106,"+"
"68090","Yif1a","chr19",5086553,5088552,"+"
"68092","Ncbp2","chr16",31946632,31948631,"+"
"68094","Smarcc2","chr10",127894292,127896291,"+"
"68095","Ociad1","chr5",73682033,73684032,"+"
"68097","Dynll2","chr11",87800088,87802087,"-"
"68098","Rchy1","chr5",92392095,92394094,"-"
"68099","Fam92a","chr4",12099163,12101162,"-"
"68106","Nt5c3b","chr11",100302497,100304496,"-"
"68107","Cntd1","chr11",101138326,101140325,"+"
"68108","9430008C03Rik","chr2",158187259,158189258,"-"
"68112","Sdccag3","chr2",26241481,26243480,"-"
"68114","Mum1","chr10",79687343,79689342,"+"
"68115","9430016H08Rik","chr1",57461392,57463391,"+"
"68117","Apool","chrX",109422992,109424991,"+"
"68118","Atg101","chr15",101112732,101114731,"+"
"68119","Cmtm3","chr8",106862494,106864493,"+"
"68121","Cep70","chr9",99141887,99143886,"+"
"68126","Fahd2a","chr2",127270302,127272301,"-"
"68127","B230217C12Rik","chr11",97700094,97702093,"+"
"68128","Fam120aos","chr13",49061481,49063480,"+"
"68133","Gcsh","chr8",119517350,119519349,"-"
"68134","Upf3b","chrX",34650318,34652317,"-"
"68135","Eif3h","chr15",51697008,51699007,"-"
"68137","Kdelr1","chr7",53126210,53128209,"+"
"68140","Tigd2","chr6",59156864,59158863,"+"
"68142","Ino80","chr2",119303366,119305365,"-"
"68144","5031426D15Rik","chr2",6849769,6851768,"-"
"68145","Etaa1","chr11",17853879,17855878,"-"
"68146","Arl13b","chr16",62846867,62848866,"-"
"68147","Gar1","chr3",129534315,129536314,"-"
"68149","Otub2","chr12",104613104,104615103,"+"
"68151","Wls","chr3",159500659,159502658,"+"
"68152","Fam133b","chr5",3541833,3543832,"+"
"68153","Gtf2e2","chr8",34840386,34842385,"+"
"68159","Stx19","chr16",62812502,62814501,"+"
"68161","A930005H10Rik","chr3",115590978,115592977,"-"
"68162","A930003A15Rik","chr16",19884368,19886367,"-"
"68165","Fdx1l","chr9",20877959,20879958,"-"
"68166","Spire1","chr18",67708828,67710827,"-"
"68169","Ndnf","chr6",65619605,65621604,"+"
"68170","B230118H07Rik","chr2",101461204,101463203,"-"
"68171","D730048I06Rik","chr9",35597698,35599697,"-"
"68172","Rpl39l","chr16",10168321,10170320,"+"
"68173","Ppifos","chr14",26520769,26522768,"-"
"68176","Fam212a","chr9",107888248,107890247,"-"
"68177","Ebpl","chr14",61979283,61981282,"-"
"68178","Cgnl1","chr9",71478917,71480916,"-"
"68180","Hyi","chr4",118030619,118032618,"+"
"68183","Bcas2","chr3",102973634,102975633,"+"
"68184","Denr","chr5",124355284,124357283,"+"
"68185","Coa4","chr7",107683585,107685584,"+"
"68187","Fam135a","chr1",24037368,24039367,"-"
"68188","Sympk","chr7",19607726,19609725,"+"
"68190","5330426P16Rik","chr16",50732887,50734886,"-"
"68192","Leprotl1","chr8",35209794,35211793,"-"
"68193","Rpl24","chr16",55964388,55966387,"+"
"68194","Ndufb4","chr16",37654455,37656454,"-"
"68195","Rnaset2b","chr17",7181209,7183208,"+"
"68196","Hsbp1","chr8",121866438,121868437,"+"
"68197","Ndufc2","chr7",104546513,104548512,"+"
"68198","Ndufb2","chr6",39540582,39542581,"+"
"68201","Ccdc34","chr2",109855974,109857973,"+"
"68202","Ndufa5","chr6",24477688,24479687,"-"
"68203","Diras2","chr13",52626206,52628205,"-"
"68204","2900060B14Rik","chr1",120355843,120357842,"-"
"68205","Urm1","chr2",29680909,29682908,"+"
"68209","Rnaseh2c","chr19",5599873,5601872,"+"
"68212","Tmbim4","chr10",119643849,119645848,"+"
"68214","Gsto2","chr19",47938035,47940034,"+"
"68215","Fam98b","chr2",117073475,117075474,"+"
"68219","Nudt21","chr8",96560940,96562939,"-"
"68221","Wfdc15a","chr2",164025854,164027853,"-"
"68222","Fam166a","chr2",25072265,25074264,"+"
"68223","Fam24a","chr7",138476039,138478038,"+"
"68224","1700067P10Rik","chr17",48224582,48226581,"+"
"68226","Efcab2","chr1",180334012,180336011,"+"
"68229","AI846148","chr19",7457517,7459516,"-"
"68231","H2afb1","chr2",17918574,17920573,"-"
"68232","1700120K04Rik","chr7",134747960,134749959,"-"
"68233","Fam229a","chr4",129166434,129168433,"+"
"68235","Mturn","chr6",54629766,54631765,"+"
"68236","Gtsf1l","chr2",162915338,162917337,"-"
"68239","Krt42","chr11",100127293,100129292,"-"
"68240","Rpa3","chr6",8209142,8211141,"-"
"68241","Fam195a","chr17",26005684,26007683,"-"
"68243","A930018P22Rik","chr2",103960926,103962925,"+"
"68245","1700108J01Rik","chr14",122632861,122634860,"-"
"68250","Fam96a","chr9",65972418,65974417,"+"
"68251","Babam1","chr8",73918754,73920753,"+"
"68255","Tmem86b","chr7",4582085,4584084,"-"
"68259","Ift80","chr3",68724052,68726051,"-"
"68260","Trmt12","chr15",58702204,58704203,"+"
"68262","Agpat4","chr17",12310150,12312149,"+"
"68263","Pdhb","chr14",9005507,9007506,"-"
"68265","Iqcf3","chr9",106447007,106449006,"-"
"68267","Slc25a22","chr7",148617556,148619555,"-"
"68268","Zdhhc21","chr4",82505566,82507565,"-"
"68270","Dnaaf1","chr8",122097135,122099134,"+"
"68271","Zfp85os","chr13",67828199,67830198,"+"
"68272","Rbm28","chr6",29105092,29107091,"-"
"68273","Pomgnt1","chr4",115821123,115823122,"+"
"68274","Toporsl","chr4",52607146,52609145,"+"
"68275","Rpa1","chr11",75161886,75163885,"-"
"68276","Toe1","chr4",116480165,116482164,"-"
"68277","2310057M21Rik","chr7",138506213,138508212,"-"
"68278","Ddx39","chr8",86237076,86239075,"+"
"68279","Mcoln2","chr3",145810797,145812796,"+"
"68281","4930430F08Rik","chr10",100051894,100053893,"-"
"68283","9530077C05Rik","chr9",22214021,22216020,"+"
"68285","C630043F03Rik","chr4",71860278,71862277,"+"
"68291","Mto1","chr9",78294017,78296016,"+"
"68292","Stt3b","chr9",115219540,115221539,"-"
"68294","Mfsd10","chr5",34979764,34981763,"-"
"68295","Aar2","chr2",156371312,156373311,"+"
"68298","Ncapd2","chr6",125141605,125143604,"-"
"68299","Vps53","chr11",75993133,75995132,"-"
"68303","Fam114a1","chr5",65359314,65361313,"+"
"68304","Kdelc2","chr9",53190128,53192127,"+"
"68307","Lrriq4","chr3",30541429,30543428,"+"
"68308","4933406F09Rik","chr14",8242987,8244986,"+"
"68310","Zmym1","chr4",126730332,126732331,"-"
"68311","Lypd2","chr15",74564744,74566743,"-"
"68312","Gstm7","chr3",107734664,107736663,"-"
"68314","Hnf4aos","chr2",163367458,163369457,"-"
"68316","Apoo","chrX",91610449,91612448,"+"
"68318","Aph1c","chr9",66682514,66684513,"-"
"68323","Nudt22","chr19",7070528,7072527,"-"
"68327","Tsr3","chr17",25375115,25377114,"+"
"68328","Rab13","chr3",90015637,90017636,"+"
"68332","Sdhaf1","chr7",31107395,31109394,"-"
"68337","Crip2","chr12",114376447,114378446,"+"
"68338","Golt1a","chr1",135204400,135206399,"+"
"68339","Ccdc88c","chr12",102152002,102154001,"-"
"68342","Ndufb10","chr17",24861334,24863333,"-"
"68344","Tmem174","chr13",99407366,99409365,"-"
"68346","Sirt5","chr13",43458875,43460874,"+"
"68347","0610011F06Rik","chr17",26010445,26012444,"+"
"68348","Serpina1f","chr12",104932900,104934899,"-"
"68349","Ndufs3","chr2",90744879,90746878,"-"
"68350","Mul1","chr4",137988587,137990586,"+"
"68352","Aspdh","chr7",51718805,51720804,"+"
"68355","2010204K13Rik","chrX",6998174,7000173,"-"
"68364","0610030E20Rik","chr6",72295311,72297310,"+"
"68365","Rab14","chr2",35056641,35058640,"-"
"68366","Tmem129","chr5",34000482,34002481,"-"
"68371","Pbld1","chr10",62521461,62523460,"+"
"68375","Ndufa8","chr2",35904813,35906812,"-"
"68379","Ciz1","chr2",32216581,32218580,"+"
"68385","Tlcd1","chr11",77988213,77990212,"+"
"68386","0610039K10Rik","chr2",163468586,163470585,"+"
"68393","Mogat1","chr1",78505635,78507634,"+"
"68394","Ccdc163","chr4",116379176,116381175,"+"
"68396","Nat8","chr6",85781885,85783884,"-"
"68401","G6pc3","chr11",102049013,102051012,"+"
"68404","Nrn1","chr13",36826324,36828323,"-"
"68416","Sycn","chr7",29323904,29325903,"+"
"68420","Ankrd13a","chr5",115223149,115225148,"+"
"68421","Lmbrd1","chr1",24683383,24685382,"+"
"68423","Ankrd13d","chr19",4283138,4285137,"-"
"68427","Slc39a13","chr2",90910379,90912378,"-"
"68428","Steap3","chr1",122161858,122163857,"-"
"68431","Fbxl15","chr19",46400674,46402673,"+"
"68436","Rpl34","chr3",130433227,130435226,"-"
"68440","Dusp23","chr1",174563106,174565105,"-"
"68441","Rraga","chr4",86219577,86221576,"+"
"68444","Cyp2d13","chr15",82472476,82474475,"-"
"68449","Tbc1d10b","chr7",134351983,134353982,"-"
"68453","Gpihbp1","chr15",75425088,75427087,"+"
"68458","Ppp1r14a","chr7",30072339,30074338,"+"
"68460","Dhrs7c","chr11",67609773,67611772,"+"
"68463","Mrpl14","chr17",45821321,45823320,"+"
"68465","Adipor2","chr6",119338705,119340704,"-"
"68468","Ly6g6c","chr17",35202270,35204269,"+"
"68472","Tmem126b","chr7",97624506,97626505,"-"
"68473","Mob1b","chr5",89147896,89149895,"+"
"68475","Ssna1","chr2",25127913,25129912,"-"
"68477","Rmnd5a","chr6",71390632,71392631,"-"
"68479","Phf5a","chr15",81702323,81704322,"-"
"68480","1110007C09Rik","chr13",49311230,49313229,"-"
"68481","Mpzl1","chr1",167531996,167533995,"-"
"68484","Krtap6-5","chr16",89048145,89050144,"-"
"68487","Tmem140","chr6",34811146,34813145,"+"
"68490","Zfp579","chr7",4947704,4949703,"-"
"68493","Ndufaf4","chr4",24823230,24825229,"+"
"68497","Arel1","chr12",86287874,86289873,"-"
"68498","Tspan11","chr6",127835640,127837639,"+"
"68501","Nsmce2","chr15",59203753,59205752,"+"
"68505","Vps51","chr19",6077188,6079187,"-"
"68507","Ppfia4","chr1",136201386,136203385,"-"
"68509","Ptx4","chr17",25255705,25257704,"+"
"68510","Ints1","chr5",140230802,140232801,"-"
"68511","Dcdc2c","chr12",29233203,29235202,"-"
"68512","Tomm5","chr4",45120986,45122985,"-"
"68514","Micu2","chr14",58618100,58620099,"-"
"68515","Myadml2","chr11",120509652,120511651,"-"
"68519","Eml1","chr12",109607167,109609166,"+"
"68520","Zfyve21","chr12",113050481,113052480,"+"
"68521","Fam189b","chr3",88985147,88987146,"+"
"68523","Fam96b","chr8",107165629,107167628,"-"
"68524","Wipf2","chr11",98722912,98724911,"+"
"68525","Evc2","chr5",37727717,37729716,"+"
"68526","Gpr155","chr2",73224456,73226455,"-"
"68527","Ucma","chr2",4895168,4897167,"+"
"68528","Smim6","chr11",115771331,115773330,"+"
"68531","1110020A21Rik","chr17",85357051,85359050,"-"
"68533","Mphosph6","chr8",120325830,120327829,"-"
"68537","Mrpl13","chr15",55388868,55390867,"-"
"68539","Tmem109","chr19",10956234,10958233,"-"
"68544","2310036O22Rik","chr8",87548732,87550731,"+"
"68545","Ecscr","chr18",35881146,35883145,"-"
"68549","Sgol2","chr1",58040184,58042183,"+"
"68550","Tefm","chr11",79955627,79957626,"-"
"68552","Smim14","chr5",65884075,65886074,"-"
"68553","Col6a4","chr9",105999023,106001022,"-"
"68554","Cebpzos","chr17",79313839,79315838,"+"
"68556","Uckl1","chr2",181316679,181318678,"-"
"68558","Ankra2","chr13",99031197,99033196,"+"
"68559","Pdrg1","chr2",152841120,152843119,"-"
"68563","Dpm3","chr3",89068474,89070473,"+"
"68564","Nufip2","chr11",77497641,77499640,"+"
"68565","Mrps18a","chr17",46245953,46247952,"+"
"68566","Caly","chr7",147268201,147270200,"-"
"68567","Cgref1","chr5",31247801,31249800,"-"
"68572","Ict1","chr11",115263066,115265065,"+"
"68576","Lamtor5","chr3",107079776,107081775,"+"
"68581","Tmed10","chr12",86691871,86693870,"-"
"68585","Rtn4","chr11",29590898,29592897,"+"
"68588","Cthrc1","chr15",38906478,38908477,"+"
"68591","Mocos","chr18",24810192,24812191,"+"
"68592","Syf2","chr4",134484895,134486894,"+"
"68597","Ccdc167","chr17",29853963,29855962,"-"
"68598","Dnajc8","chr4",132089474,132091473,"+"
"68603","Pmvk","chr3",89256463,89258462,"+"
"68606","Ppm1f","chr16",16894562,16896561,"+"
"68607","Serhl","chr15",82928635,82930634,"+"
"68611","Mrpl28","chr17",26258448,26260447,"+"
"68612","Ube2c","chr2",164593429,164595428,"+"
"68614","Letmd1","chr15",100297465,100299464,"+"
"68616","Gdpd3","chr7",133907928,133909927,"+"
"68617","Mtcl1","chr17",66735260,66737259,"-"
"68618","1110012L19Rik","chrX",67637088,67639087,"+"
